scope,cve,count
overall,CVE-2019-12984,2
overall,CVE-2019-12107,2
overall,CVE-2019-11072,2
overall,CVE-2019-6974,2
overall,CVE-2018-16228,2
overall,CVE-2016-10741,2
overall,CVE-2012-6545,2
overall,CVE-2016-6128,2
overall,CVE-2016-5357,2
overall,CVE-2015-8830,2
overall,CVE-2016-7514,2
overall,CVE-2019-12973,2
overall,CVE-2011-3906,2
overall,CVE-2011-2830,2
overall,CVE-2011-2358,2
overall,CVE-2011-2798,2
overall,CVE-2011-2345,2
overall,CVE-2011-1301,2
overall,CVE-2012-5143,2
overall,CVE-2012-2817,2
overall,CVE-2013-2927,2
overall,CVE-2013-2913,2
overall,CVE-2013-0918,2
overall,CVE-2013-0841,2
overall,CVE-2013-0843,2
overall,CVE-2014-7903,2
overall,CVE-2014-7908,2
overall,CVE-2014-3156,2
overall,CVE-2015-6764,2
overall,CVE-2015-6782,2
overall,CVE-2015-1217,2
overall,CVE-2016-5147,2
overall,CVE-2016-1652,2
overall,CVE-2017-5110,2
overall,CVE-2017-5086,2
overall,CVE-2018-17467,2
overall,CVE-2018-6089,2
overall,CVE-2018-6114,2
overall,CVE-2017-15411,2
overall,CVE-2019-5824,2
overall,CVE-2019-5794,2
overall,CVE-2019-5775,2
overall,CVE-2019-5780,2
overall,CVE-2016-1675,2
overall,CVE-2015-3864,2
overall,CVE-2015-1538,2
overall,CVE-2015-1474,2
overall,CVE-2016-3742,2
overall,CVE-2016-2506,2
overall,CVE-2016-2448,2
overall,CVE-2016-2430,2
overall,CVE-2017-0817,2
overall,CVE-2017-0809,2
overall,CVE-2015-1529,2
overall,CVE-2018-9511,2
overall,CVE-2018-9506,2
overall,CVE-2017-13204,2
overall,CVE-2017-16612,2
overall,CVE-2018-19489,2
overall,CVE-2017-13673,2
overall,CVE-2019-12068,2
overall,CVE-2013-2007,2
overall,CVE-2018-14600,2
overall,CVE-2015-2348,2
overall,CVE-2009-0397,2
overall,CVE-2017-9375,2
overall,CVE-2017-9374,2
overall,CVE-2017-9330,2
overall,CVE-2014-9427,2
overall,CVE-2014-8626,2
overall,CVE-2016-9913,2
overall,CVE-2016-9105,2
overall,CVE-2016-9103,2
overall,CVE-2016-9102,2
overall,CVE-2016-7943,2
overall,CVE-2016-7423,2
overall,CVE-2016-7421,2
overall,CVE-2016-7161,2
overall,CVE-2016-7155,2
overall,CVE-2016-6888,2
overall,CVE-2016-6836,2
overall,CVE-2016-6833,2
overall,CVE-2016-6351,2
overall,CVE-2016-6290,2
overall,CVE-2017-5552,2
overall,CVE-2018-7731,2
overall,CVE-2018-7730,2
overall,CVE-2018-7729,2
overall,CVE-2018-7728,2
overall,CVE-2016-5338,2
overall,CVE-2016-4964,2
overall,CVE-2014-5388,2
overall,CVE-2016-4037,2
overall,CVE-2016-4020,2
overall,CVE-2016-3141,2
overall,CVE-2016-2841,2
overall,CVE-2018-20815,2
overall,CVE-2015-8838,2
overall,CVE-2015-8558,2
overall,CVE-2014-0182,2
overall,CVE-2015-7512,2
overall,CVE-2015-5589,2
overall,CVE-2015-4643,2
overall,CVE-2015-4642,2
overall,CVE-2013-6399,2
overall,CVE-2014-9766,2
overall,CVE-2013-4531,2
overall,CVE-2017-18238,2
overall,CVE-2017-18233,2
overall,CVE-2017-18030,2
overall,CVE-2017-7471,2
overall,CVE-2017-2633,2
overall,CVE-2014-4668,2
overall,CVE-2013-7294,2
overall,CVE-2015-4335,2
overall,CVE-2017-14107,2
overall,CVE-2017-12858,2
overall,CVE-2017-12847,2
overall,CVE-2017-8284,2
overall,CVE-2016-10517,2
overall,CVE-2016-1245,2
overall,CVE-2015-5194,2
overall,CVE-2015-3886,2
overall,CVE-2018-17294,2
overall,CVE-2018-12713,2
overall,CVE-2018-12453,2
overall,CVE-2018-12326,2
overall,CVE-2018-11363,2
overall,CVE-2018-11219,2
overall,CVE-2018-8754,2
overall,CVE-2017-18120,2
overall,CVE-2017-7500,2
overall,CVE-2019-1010294,2
overall,CVE-2019-1010293,2
overall,CVE-2019-1010292,2
overall,CVE-2019-12209,2
overall,CVE-2016-7398,2
overall,CVE-2020-14147,2
overall,CVE-2017-14223,2
overall,CVE-2015-4178,2
overall,CVE-2013-4539,2
overall,CVE-2016-10191,2
overall,CVE-2018-11590,2
overall,CVE-2018-13304,2
overall,CVE-2014-3478,2
overall,CVE-2013-4391,2
overall,CVE-2018-7254,2
overall,CVE-2016-7995,2
overall,CVE-2017-6387,2
overall,CVE-2019-15164,2
overall,CVE-2017-5545,2
overall,CVE-2016-8669,2
overall,CVE-2018-20102,2
overall,CVE-2019-15163,2
overall,CVE-2017-14976,2
overall,CVE-2018-7253,2
overall,CVE-2011-2493,2
overall,CVE-2016-5337,2
overall,CVE-2017-14171,2
overall,CVE-2016-10162,2
overall,CVE-2018-14599,2
overall,CVE-2014-0185,2
overall,CVE-2019-1010319,2
overall,CVE-2018-12322,2
overall,CVE-2016-6835,2
overall,CVE-2016-7170,2
overall,CVE-2018-7584,2
overall,CVE-2017-9060,2
overall,CVE-2016-5735,2
overall,CVE-2015-5479,2
overall,CVE-2016-4001,2
overall,CVE-2016-5126,2
overall,CVE-2019-12730,2
overall,CVE-2015-8467,2
overall,CVE-2013-4282,2
overall,CVE-2013-4150,2
overall,CVE-2018-11593,2
overall,CVE-2017-15368,2
overall,CVE-2013-1790,2
overall,CVE-2018-12321,2
overall,CVE-2012-0947,2
overall,CVE-2018-19840,2
overall,CVE-2019-17539,2
overall,CVE-2019-15296,2
overall,CVE-2016-7151,2
overall,CVE-2018-13302,2
overall,CVE-2017-5993,2
overall,CVE-2014-7840,2
overall,CVE-2016-2857,2
overall,CVE-2017-6952,2
overall,CVE-2018-18839,2
overall,CVE-2018-11594,2
overall,CVE-2010-3704,2
overall,CVE-2014-8106,2
overall,CVE-2014-8117,2
overall,CVE-2018-11383,2
overall,CVE-2014-2957,2
overall,CVE-2016-8577,2
overall,CVE-2019-1010317,2
overall,CVE-2016-3689,2
overall,CVE-2016-7466,2
overall,CVE-2019-15161,2
overall,CVE-2017-8086,2
overall,CVE-2011-3951,2
overall,CVE-2017-16645,2
overall,CVE-2009-0586,2
overall,CVE-2016-7908,2
overall,CVE-2010-4819,2
overall,CVE-2017-7865,2
overall,CVE-2018-20456,2
overall,CVE-2016-6490,2
overall,CVE-2015-8617,2
overall,CVE-2014-4617,2
overall,CVE-2017-11719,2
overall,CVE-2018-15822,2
overall,CVE-2013-7008,2
overall,CVE-2013-4149,2
overall,CVE-2017-8807,2
overall,CVE-2018-7752,2
overall,CVE-2013-4264,2
overall,CVE-2018-11378,2
overall,CVE-2016-10163,2
overall,CVE-2013-7296,2
overall,CVE-2017-18594,2
overall,CVE-2013-6380,2
overall,CVE-2017-7862,2
overall,CVE-2017-6448,2
overall,CVE-2018-19843,2
overall,CVE-2016-7480,2
overall,CVE-2019-15162,2
overall,CVE-2018-13300,2
overall,CVE-2021-40572,2
overall,CVE-2021-40570,2
overall,CVE-2022-23583,2
overall,CVE-2019-6128,2
overall,CVE-2018-7456,2
overall,CVE-2021-44078,2
overall,CVE-2022-23591,2
overall,CVE-2021-32613,2
overall,CVE-2022-23580,2
overall,CVE-2022-21682,2
overall,CVE-2022-23574,2
overall,CVE-2021-40562,2
overall,CVE-2021-3743,2
overall,CVE-2022-21739,2
overall,CVE-2022-21726,2
overall,CVE-2021-23214,2
overall,CVE-2016-7536,2
overall,CVE-2017-7869,2
overall,CVE-2022-21738,2
overall,CVE-2022-23559,2
overall,CVE-2018-18557,2
overall,CVE-2016-2533,2
overall,CVE-2018-6340,2
overall,CVE-2017-6838,2
overall,CVE-2017-6837,2
overall,CVE-2019-11935,2
overall,CVE-2017-14638,2
overall,CVE-2016-1000109,2
overall,CVE-2016-6872,2
overall,CVE-2019-8460,2
overall,CVE-2014-6228,2
overall,CVE-2018-6334,2
overall,CVE-2016-7524,2
overall,CVE-2019-3561,2
overall,CVE-2019-3569,2
overall,CVE-2014-9714,2
overall,CVE-2014-6229,2
overall,CVE-2018-6346,2
overall,CVE-2019-11930,2
overall,CVE-2020-16088,2
overall,CVE-2019-11487,2
overall,CVE-2017-14640,2
overall,CVE-2017-14639,2
overall,CVE-2017-14643,2
overall,CVE-2016-1000004,2
overall,CVE-2014-5386,2
overall,CVE-2018-1000118,2
overall,CVE-2021-37650,2
overall,CVE-2017-13145,2
overall,CVE-2022-29197,2
overall,CVE-2021-40346,2
overall,CVE-2021-37685,2
overall,CVE-2021-20257,2
overall,CVE-2010-3696,2
overall,CVE-2017-12678,2
overall,CVE-2020-15158,2
overall,CVE-2021-29613,2
overall,CVE-2021-29590,2
overall,CVE-2020-8941,2
overall,CVE-2020-15471,2
overall,CVE-2014-4501,2
overall,CVE-2020-15203,2
overall,CVE-2019-18625,2
overall,CVE-2019-19962,2
overall,CVE-2017-14175,2
overall,CVE-2021-29606,2
overall,CVE-2021-39157,2
overall,CVE-2019-3563,2
overall,CVE-2016-1709,2
overall,CVE-2020-23914,2
overall,CVE-2020-13765,2
overall,CVE-2021-29583,2
overall,CVE-2022-32200,2
overall,CVE-2021-37689,2
overall,CVE-2018-1000052,2
overall,CVE-2021-29597,2
overall,CVE-2021-28848,2
overall,CVE-2014-1438,2
overall,CVE-2018-14055,2
overall,CVE-2020-19488,2
overall,CVE-2022-29205,2
overall,CVE-2021-37679,2
overall,CVE-2022-24750,2
overall,CVE-2021-29516,2
overall,CVE-2022-32202,2
overall,CVE-2021-29577,2
overall,CVE-2021-30027,2
overall,CVE-2020-11080,2
overall,CVE-2021-29580,2
overall,CVE-2020-5253,2
overall,CVE-2021-32438,2
overall,CVE-2019-20918,2
overall,CVE-2020-19481,2
overall,CVE-2020-1896,2
overall,CVE-2015-8702,2
overall,CVE-2021-29604,2
overall,CVE-2019-11932,2
overall,CVE-2019-3565,2
overall,CVE-2021-44109,2
overall,CVE-2022-1172,2
overall,CVE-2020-35965,2
overall,CVE-2018-20684,2
overall,CVE-2021-29599,2
overall,CVE-2022-29198,2
overall,CVE-2021-29616,2
overall,CVE-2019-20016,2
overall,CVE-2021-28855,2
overall,CVE-2017-12640,2
overall,CVE-2020-6019,2
overall,CVE-2016-0775,2
overall,CVE-2021-29610,2
overall,CVE-2022-29193,2
overall,CVE-2017-16909,2
overall,CVE-2019-15522,2
overall,CVE-2020-35517,2
overall,CVE-2021-29571,2
overall,CVE-2020-36177,2
overall,CVE-2022-25051,2
overall,CVE-2018-21233,2
overall,CVE-2014-9625,2
overall,CVE-2020-11558,2
overall,CVE-2016-10544,2
overall,CVE-2021-29527,2
overall,CVE-2022-29242,2
overall,CVE-2019-11471,2
overall,CVE-2013-7459,2
overall,CVE-2021-29611,2
overall,CVE-2021-27135,2
overall,CVE-2020-11939,2
overall,CVE-2021-31257,2
overall,CVE-2018-20820,2
overall,CVE-2018-5813,2
overall,CVE-2019-3558,2
overall,CVE-2021-29521,2
overall,CVE-2022-1222,2
overall,CVE-2018-14017,2
overall,CVE-2012-2373,2
overall,CVE-2017-18183,2
overall,CVE-2021-37691,2
overall,CVE-2014-9767,2
overall,CVE-2022-29369,2
overall,CVE-2021-29546,2
overall,CVE-2022-30767,2
overall,CVE-2022-0630,2
overall,CVE-2018-6337,2
overall,CVE-2021-38114,2
overall,CVE-2020-5221,2
overall,CVE-2017-6800,2
overall,CVE-2019-14982,2
overall,CVE-2022-29339,2
overall,CVE-2021-37643,2
overall,CVE-2015-4590,2
overall,CVE-2017-20005,2
overall,CVE-2010-3697,2
overall,CVE-2019-3560,2
overall,CVE-2020-27793,2
overall,CVE-2021-29585,2
overall,CVE-2020-9365,2
overall,CVE-2021-37644,2
overall,CVE-2021-29515,2
overall,CVE-2020-21048,2
overall,CVE-2021-30022,2
overall,CVE-2018-14352,2
overall,CVE-2011-3188,2
overall,CVE-2018-1000815,2
overall,CVE-2014-9630,2
overall,CVE-2014-9629,2
overall,CVE-2021-30019,2
overall,CVE-2016-7969,2
overall,CVE-2021-41207,2
overall,CVE-2022-2454,2
overall,CVE-2021-37658,2
overall,CVE-2020-15207,2
overall,CVE-2015-4692,2
overall,CVE-2017-17760,2
overall,CVE-2018-12520,2
overall,CVE-2017-6802,2
overall,CVE-2022-28044,2
overall,CVE-2021-32135,2
overall,CVE-2020-5260,2
overall,CVE-2020-15476,2
overall,CVE-2017-17499,2
overall,CVE-2017-1000215,2
overall,CVE-2020-6018,2
overall,CVE-2020-26269,2
overall,CVE-2021-29593,2
overall,CVE-2019-3554,2
overall,CVE-2020-1913,2
overall,CVE-2016-6494,2
overall,CVE-2019-20630,2
overall,CVE-2014-3971,2
overall,CVE-2022-33105,2
overall,CVE-2017-7407,2
overall,CVE-2019-1000016,2
overall,CVE-2020-13881,2
overall,CVE-2020-8942,2
overall,CVE-2022-36752,2
overall,CVE-2014-9627,2
overall,CVE-2020-21050,2
overall,CVE-2019-20628,2
overall,CVE-2021-41205,2
overall,CVE-2018-5815,2
overall,CVE-2022-25299,2
overall,CVE-2017-7458,2
overall,CVE-2014-2567,2
overall,CVE-2018-14015,2
overall,CVE-2021-37594,2
overall,CVE-2021-29540,2
overall,CVE-2020-15852,2
overall,CVE-2017-5473,2
overall,CVE-2018-25017,2
overall,CVE-2017-16910,2
overall,CVE-2017-18549,2
overall,CVE-2013-4495,2
overall,CVE-2019-19067,2
overall,CVE-2020-16309,2
overall,CVE-2022-2257,2
overall,CVE-2019-20367,2
overall,CVE-2017-11334,2
overall,CVE-2019-5482,2
overall,CVE-2021-3673,2
overall,CVE-2019-9020,2
overall,CVE-2020-16307,2
overall,CVE-2019-15221,2
overall,CVE-2019-15217,2
overall,CVE-2015-7850,2
overall,CVE-2020-0182,2
overall,CVE-2010-4254,2
overall,CVE-2018-8881,2
overall,CVE-2008-3522,2
overall,CVE-2017-12595,2
overall,CVE-2019-17595,2
overall,CVE-2019-19965,2
overall,CVE-2017-10379,2
overall,CVE-2019-15219,2
overall,CVE-2020-14303,2
overall,CVE-2022-1785,2
overall,CVE-2016-5397,2
overall,CVE-2015-6831,2
overall,CVE-2015-3143,2
overall,CVE-2022-2304,2
overall,CVE-2017-16648,2
overall,CVE-2021-21705,2
overall,CVE-2020-27761,2
overall,CVE-2013-2765,2
overall,CVE-2009-1888,2
overall,CVE-2020-12059,2
overall,CVE-2014-8483,2
overall,CVE-2018-19432,2
overall,CVE-2013-1979,2
overall,CVE-2020-8955,2
overall,CVE-2020-13397,2
overall,CVE-2017-1000472,2
overall,CVE-2017-11473,2
overall,CVE-2017-7892,2
overall,CVE-2021-31535,2
overall,CVE-2011-1830,2
overall,CVE-2019-18811,2
overall,CVE-2022-0284,2
overall,CVE-2019-11026,2
overall,CVE-2019-18807,2
overall,CVE-2019-13108,2
overall,CVE-2020-35531,2
overall,CVE-2022-24301,2
overall,CVE-2019-25042,2
overall,CVE-2020-14093,2
overall,CVE-2014-3670,2
overall,CVE-2020-10720,2
overall,CVE-2020-13396,2
overall,CVE-2016-7795,2
overall,CVE-2012-3547,2
overall,CVE-2022-34612,2
overall,CVE-2017-17881,2
overall,CVE-2019-20795,2
overall,CVE-2019-10125,2
overall,CVE-2016-7164,2
overall,CVE-2019-9903,2
overall,CVE-2019-19523,2
overall,CVE-2019-12381,2
overall,CVE-2020-28588,2
overall,CVE-2018-10916,2
overall,CVE-2019-18812,2
overall,CVE-2021-3753,2
overall,CVE-2020-16587,2
overall,CVE-2018-10902,2
overall,CVE-2019-18609,2
overall,CVE-2021-30218,2
overall,CVE-2019-20925,2
overall,CVE-2019-15030,2
overall,CVE-2022-24958,2
overall,CVE-2016-5767,2
overall,CVE-2018-20804,2
overall,CVE-2013-4564,2
overall,CVE-2018-6556,2
overall,CVE-2012-2386,2
overall,CVE-2020-27758,2
overall,CVE-2012-5854,2
overall,CVE-2020-7063,2
overall,CVE-2020-14360,2
overall,CVE-2018-25020,2
overall,CVE-2019-11035,2
overall,CVE-2017-16913,2
overall,CVE-2019-13456,2
overall,CVE-2018-14434,2
overall,CVE-2017-14062,2
overall,CVE-2016-4473,2
overall,CVE-2018-8023,2
overall,CVE-2016-4609,2
overall,CVE-2016-5114,2
overall,CVE-2022-0408,2
overall,CVE-2019-16680,2
overall,CVE-2020-24654,2
overall,CVE-2020-35504,2
overall,CVE-2011-2896,2
overall,CVE-2014-0239,2
overall,CVE-2017-11639,2
overall,CVE-2018-20217,2
overall,CVE-2019-12735,2
overall,CVE-2017-18251,2
overall,CVE-2018-10177,2
overall,CVE-2017-16914,2
overall,CVE-2011-2203,2
overall,CVE-2018-5814,2
overall,CVE-2021-3756,2
overall,CVE-2016-2089,2
overall,CVE-2018-10881,2
overall,CVE-2018-15587,2
overall,CVE-2022-35737,2
overall,CVE-2021-41689,2
overall,CVE-2017-9216,2
overall,CVE-2019-13110,2
overall,CVE-2010-0421,2
overall,CVE-2020-11947,2
overall,CVE-2021-38209,2
overall,CVE-2019-11190,2
overall,CVE-2015-7976,2
overall,CVE-2022-1515,2
overall,CVE-2017-2618,2
overall,CVE-2019-9500,2
overall,CVE-2017-16355,2
overall,CVE-2019-15213,2
overall,CVE-2019-20422,2
overall,CVE-2019-18874,2
overall,CVE-2019-25045,2
overall,CVE-2021-35525,2
overall,CVE-2018-13053,2
overall,CVE-2019-13299,2
overall,CVE-2018-7052,2
overall,CVE-2014-0148,2
overall,CVE-2020-11869,2
overall,CVE-2019-15117,2
overall,CVE-2019-19048,2
overall,CVE-2021-3610,2
overall,CVE-2016-7444,2
overall,CVE-2019-20892,2
overall,CVE-2019-15717,2
overall,CVE-2019-13568,2
overall,CVE-2019-17544,2
overall,CVE-2022-1122,2
overall,CVE-2019-20637,2
overall,CVE-2015-7975,2
overall,CVE-2015-0844,2
overall,CVE-2018-18023,2
overall,CVE-2018-9251,2
overall,CVE-2022-1444,2
overall,CVE-2016-7030,2
overall,CVE-2018-5750,2
overall,CVE-2016-9630,2
overall,CVE-2016-9425,2
overall,CVE-2019-20788,2
overall,CVE-2016-7796,2
overall,CVE-2021-3975,2
overall,CVE-2021-20286,2
overall,CVE-2017-5336,2
overall,CVE-2019-3887,2
overall,CVE-2020-27770,2
overall,CVE-2019-9024,2
overall,CVE-2020-16292,2
overall,CVE-2014-0242,2
overall,CVE-2018-20330,2
overall,CVE-2021-3640,2
overall,CVE-2019-18934,2
overall,CVE-2018-10852,2
overall,CVE-2018-1106,2
overall,CVE-2011-1675,2
overall,CVE-2017-12418,2
overall,CVE-2011-1764,2
overall,CVE-2020-0030,2
overall,CVE-2020-25667,2
overall,CVE-2017-6887,2
overall,CVE-2022-2469,2
overall,CVE-2019-18808,2
overall,CVE-2021-3185,2
overall,CVE-2020-36385,2
overall,CVE-2017-16548,2
overall,CVE-2022-1649,2
overall,CVE-2021-20231,2
overall,CVE-2017-12805,2
overall,CVE-2017-16516,2
overall,CVE-2013-2065,2
overall,CVE-2014-0045,2
overall,CVE-2021-3472,2
overall,CVE-2018-18016,2
overall,CVE-2022-1898,2
overall,CVE-2019-9023,2
overall,CVE-2015-7519,2
overall,CVE-2017-17680,2
overall,CVE-2020-11042,2
overall,CVE-2020-36278,2
overall,CVE-2018-11695,2
overall,CVE-2017-12983,2
overall,CVE-2019-19725,2
overall,CVE-2021-29463,2
overall,CVE-2015-7871,2
overall,CVE-2015-3329,2
overall,CVE-2016-5841,2
overall,CVE-2019-20395,2
overall,CVE-2018-20337,2
overall,CVE-2019-13232,2
overall,CVE-2020-36223,2
overall,CVE-2016-4344,2
overall,CVE-2015-4024,2
overall,CVE-2017-6519,2
overall,CVE-2017-11624,2
overall,CVE-2015-8366,2
overall,CVE-2020-16589,2
overall,CVE-2020-0093,2
overall,CVE-2015-0243,2
overall,CVE-2018-19416,2
overall,CVE-2019-17545,2
overall,CVE-2020-27755,2
overall,CVE-2018-10873,2
overall,CVE-2021-3839,2
overall,CVE-2021-37750,2
overall,CVE-2016-9811,2
overall,CVE-2020-8622,2
overall,CVE-2019-19204,2
overall,CVE-2019-19059,2
overall,CVE-2019-3819,2
overall,CVE-2021-28021,2
overall,CVE-2019-19242,2
overall,CVE-2021-3501,2
overall,CVE-2015-8879,2
overall,CVE-2019-9371,2
overall,CVE-2016-1833,2
overall,CVE-2015-5522,2
overall,CVE-2020-25652,2
overall,CVE-2020-25643,2
overall,CVE-2013-6885,2
overall,CVE-2018-1129,2
overall,CVE-2015-7855,2
overall,CVE-2015-3144,2
overall,CVE-2018-9385,2
overall,CVE-2021-25218,2
overall,CVE-2019-1352,2
overall,CVE-2019-11036,2
overall,CVE-2018-5712,2
overall,CVE-2011-4120,2
overall,CVE-2019-16928,2
overall,CVE-2018-14437,2
overall,CVE-2011-3604,2
overall,CVE-2014-9273,2
overall,CVE-2020-36229,2
overall,CVE-2017-9847,2
overall,CVE-2021-20299,2
overall,CVE-2020-12655,2
overall,CVE-2018-19407,2
overall,CVE-2021-3930,2
overall,CVE-2018-19046,2
overall,CVE-2019-11597,2
overall,CVE-2020-16298,2
overall,CVE-2016-9629,2
overall,CVE-2019-19077,2
overall,CVE-2014-6054,2
overall,CVE-2018-6406,2
overall,CVE-2017-6420,2
overall,CVE-2016-10252,2
overall,CVE-2021-3892,2
overall,CVE-2014-6051,2
overall,CVE-2022-28796,2
overall,CVE-2020-25097,2
overall,CVE-2019-19527,2
overall,CVE-2012-3365,2
overall,CVE-2020-25709,2
overall,CVE-2019-1221,2
overall,CVE-2016-4797,2
overall,CVE-2019-19543,2
overall,CVE-2017-10928,2
overall,CVE-2016-0755,2
overall,CVE-2021-31916,2
overall,CVE-2019-15890,2
overall,CVE-2022-0358,2
overall,CVE-2022-2959,2
overall,CVE-2015-1420,2
overall,CVE-2019-17666,2
overall,CVE-2019-3836,2
overall,CVE-2021-34866,2
overall,CVE-2016-7418,2
overall,CVE-2019-11045,2
overall,CVE-2021-3560,2
overall,CVE-2019-19055,2
overall,CVE-2015-3214,2
overall,CVE-2021-3796,2
overall,CVE-2019-20394,2
overall,CVE-2022-31626,2
overall,CVE-2018-20544,2
overall,CVE-2020-27153,2
overall,CVE-2020-10756,2
overall,CVE-2018-10548,2
overall,CVE-2016-2119,2
overall,CVE-2019-17053,2
overall,CVE-2018-19060,2
overall,CVE-2020-12279,2
overall,CVE-2016-6129,2
overall,CVE-2019-15215,2
overall,CVE-2016-4483,2
overall,CVE-2014-9652,2
overall,CVE-2019-19847,2
overall,CVE-2020-16125,2
overall,CVE-2016-4343,2
overall,CVE-2017-5967,2
overall,CVE-2014-3215,2
overall,CVE-2015-8789,2
overall,CVE-2019-11683,2
overall,CVE-2018-15688,2
overall,CVE-2022-25235,2
overall,CVE-2020-11609,2
overall,CVE-2022-2380,2
overall,CVE-2015-2305,2
overall,CVE-2013-0339,2
overall,CVE-2017-5836,2
overall,CVE-2017-11188,2
overall,CVE-2018-20615,2
overall,CVE-2019-9928,2
overall,CVE-2019-18634,2
overall,CVE-2020-15863,2
overall,CVE-2014-8583,2
overall,CVE-2018-20803,2
overall,CVE-2020-10726,2
overall,CVE-2021-3200,2
overall,CVE-2019-3832,2
overall,CVE-2019-1354,2
overall,CVE-2014-5120,2
overall,CVE-2019-19244,2
overall,CVE-2020-14385,2
overall,CVE-2015-8710,2
overall,CVE-2020-27756,2
overall,CVE-2015-0856,2
overall,CVE-2019-17054,2
overall,CVE-2019-15214,2
overall,CVE-2016-4073,2
overall,CVE-2017-5835,2
overall,CVE-2019-19080,2
overall,CVE-2022-3234,2
overall,CVE-2017-14137,2
overall,CVE-2022-28388,2
overall,CVE-2020-35452,2
overall,CVE-2019-19604,2
overall,CVE-2019-20054,2
overall,CVE-2015-4022,2
overall,CVE-2011-2721,2
overall,CVE-2018-18661,2
overall,CVE-2021-39246,2
overall,CVE-2020-27771,2
overall,CVE-2017-18253,2
overall,CVE-2014-1949,2
overall,CVE-2020-27763,2
overall,CVE-2022-2153,2
overall,CVE-2022-26280,2
overall,CVE-2019-20372,2
overall,CVE-2016-1249,2
overall,CVE-2014-0244,2
overall,CVE-2016-9813,2
overall,CVE-2016-6318,2
overall,CVE-2020-19499,2
overall,CVE-2019-19081,2
overall,CVE-2021-41099,2
overall,CVE-2022-0711,2
overall,CVE-2018-10878,2
overall,CVE-2020-7071,2
overall,CVE-2012-1584,2
overall,CVE-2017-5837,2
overall,CVE-2011-1178,2
overall,CVE-2020-25663,2
overall,CVE-2020-27778,2
overall,CVE-2018-17019,2
overall,CVE-2019-19047,2
overall,CVE-2020-26419,2
overall,CVE-2019-12790,2
overall,CVE-2018-11212,2
overall,CVE-2019-20176,2
overall,CVE-2019-15118,2
overall,CVE-2019-19063,2
overall,CVE-2018-19985,2
overall,CVE-2018-19149,2
overall,CVE-2014-9050,2
overall,CVE-2019-6454,2
overall,CVE-2019-13118,2
overall,CVE-2017-1000257,2
overall,CVE-2020-25666,2
overall,CVE-2015-1572,2
overall,CVE-2015-3206,2
overall,CVE-2008-5081,2
overall,CVE-2014-3469,2
overall,CVE-2006-7239,2
overall,CVE-2010-0788,2
overall,CVE-2019-19528,2
overall,CVE-2020-11100,2
overall,CVE-2013-6401,2
overall,CVE-2017-18258,2
overall,CVE-2020-29443,2
overall,CVE-2018-10877,2
overall,CVE-2021-20297,2
overall,CVE-2018-1046,2
overall,CVE-2017-17053,2
overall,CVE-2020-14415,2
overall,CVE-2019-6133,2
overall,CVE-2014-1943,2
overall,CVE-2022-26354,2
overall,CVE-2015-2180,2
overall,CVE-2018-8822,2
overall,CVE-2017-14248,2
overall,CVE-2018-10883,2
overall,CVE-2020-8608,2
overall,CVE-2017-5834,2
overall,CVE-2020-0034,2
overall,CVE-2021-22929,2
overall,CVE-2019-12749,2
overall,CVE-2018-19607,2
overall,CVE-2018-16865,2
overall,CVE-2020-13974,2
overall,CVE-2020-36430,2
overall,CVE-2019-15222,2
overall,CVE-2019-15218,2
overall,CVE-2014-0155,2
overall,CVE-2018-18915,2
overall,CVE-2016-0787,2
overall,CVE-2018-6191,2
overall,CVE-2018-9135,2
overall,CVE-2018-6789,2
overall,CVE-2020-25704,2
overall,CVE-2016-4009,2
overall,CVE-2021-3611,2
overall,CVE-2018-11685,2
overall,CVE-2019-8457,2
overall,CVE-2017-16642,2
overall,CVE-2014-0102,2
overall,CVE-2021-29648,2
overall,CVE-2022-36041,2
overall,CVE-2019-9675,2
overall,CVE-2014-0240,2
overall,CVE-2019-19783,2
overall,CVE-2020-16304,2
overall,CVE-2022-34299,2
overall,CVE-2018-20449,2
overall,CVE-2020-35702,2
overall,CVE-2017-8817,2
overall,CVE-2019-12450,2
overall,CVE-2017-5838,2
overall,CVE-2019-18806,2
overall,CVE-2015-0294,2
overall,CVE-2018-16323,2
overall,CVE-2018-9568,2
overall,CVE-2020-16310,2
overall,CVE-2019-8912,2
overall,CVE-2020-12135,2
overall,CVE-2021-34813,2
overall,CVE-2018-9415,2
overall,CVE-2019-16167,2
overall,CVE-2018-9363,2
overall,CVE-2017-16816,2
overall,CVE-2021-1048,2
overall,CVE-2020-26571,2
overall,CVE-2020-16117,2
overall,CVE-2019-20391,2
overall,CVE-2019-19767,2
overall,CVE-2021-20244,2
overall,CVE-2019-11050,2
overall,CVE-2019-12802,2
overall,CVE-2012-5134,2
overall,CVE-2020-26243,2
overall,CVE-2009-3909,2
overall,CVE-2017-9228,2
overall,CVE-2020-11958,2
overall,CVE-2018-17966,2
overall,CVE-2019-13109,2
overall,CVE-2020-27750,2
overall,CVE-2018-10771,2
overall,CVE-2017-18027,2
overall,CVE-2018-12183,2
overall,CVE-2018-1000140,2
overall,CVE-2020-12653,2
overall,CVE-2015-5069,2
overall,CVE-2019-18224,2
overall,CVE-2014-8126,2
overall,CVE-2020-16296,2
overall,CVE-2022-2816,2
overall,CVE-2019-19533,2
overall,CVE-2019-19252,2
overall,CVE-2019-19952,2
